invoice_id,title,vendor_name,department,category,amount,invoice_date,fraud_label,content
1d3be013-9062-4982-b89c-739af7083ef2,1d3be013-9062-4982-b89c-739af7083ef2 — Trujillo Group 10483.45 USD,Trujillo Group,Sales,Marketing,10483.45,2026-01-15,0,"Invoice 1d3be013-9062-4982-b89c-739af7083ef2 from vendor Trujillo Group (vendor_id 1ca541fc-8e14-46cd-9b3f-9949ced2da1f). Vendor country Ethiopia, risk score 0.14. Department Sales, category Marketing. Amount 10483.45 USD via ACH on 2026-01-15 at 10:00, approved by Tricia Williams. Notes: During call north attention share debate. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. No fraud signals detected on this invoice."
3ddd3ef1-8951-405b-859b-92e89027c61e,"3ddd3ef1-8951-405b-859b-92e89027c61e — Yang, Gardner and Garza 34759.91 USD","Yang, Gardner and Garza",Sales,Services,34759.91,2026-01-16,0,"Invoice 3ddd3ef1-8951-405b-859b-92e89027c61e from vendor Yang, Gardner and Garza (vendor_id f4c7ba19-7d12-48f6-bbe6-15b6b237da9e). Vendor country Antigua and Barbuda, risk score 0.36. Department Sales, category Services. Amount 34759.91 USD via Cheque on 2026-01-16 at 14:00, approved by Erin Hernandez. Notes: Able teach certain candidate economy company produce ago. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. No fraud signals detected on this invoice."
51d5d1e6-1020-4d8e-96e9-2ffee4215c21,51d5d1e6-1020-4d8e-96e9-2ffee4215c21 — Heath Inc 49919.01 USD,Heath Inc,Finance,Consulting,49919.01,2025-12-10,0,"Invoice 51d5d1e6-1020-4d8e-96e9-2ffee4215c21 from vendor Heath Inc (vendor_id 95f760a1-319b-4d89-9397-99c890eef911). Vendor country Malaysia, risk score 0.4. Department Finance, category Consulting. Amount 49919.01 USD via Wire on 2025-12-10 at 09:00, approved by Cynthia Morris. Notes: Enter camera inside box. Applicable policy P2: Consulting payments capped at $50,000. Consulting invoices above 50000 require dual sign-off. No fraud signals detected on this invoice."
91342ecd-7f9c-4d60-9114-3fc36bd25851,91342ecd-7f9c-4d60-9114-3fc36bd25851 — Taylor-White 48428.91 USD,Taylor-White,Marketing,Equipment,48428.91,2025-12-19,0,"Invoice 91342ecd-7f9c-4d60-9114-3fc36bd25851 from vendor Taylor-White (vendor_id 282ee935-f62d-4e81-a4ad-33251ee62e18). Vendor country Kyrgyz Republic, risk score 0.11. Department Marketing, category Equipment. Amount 48428.91 USD via ACH on 2025-12-19 at 13:00, approved by Ivan Wheeler. Notes: Mean war analysis situation term miss leader. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. No fraud signals detected on this invoice."
d697d86e-91d4-4ee3-9d91-e5e7775319a3,d697d86e-91d4-4ee3-9d91-e5e7775319a3 — Blake and Sons 39028.82 USD,Blake and Sons,Marketing,Travel,39028.82,2026-06-02,0,"Invoice d697d86e-91d4-4ee3-9d91-e5e7775319a3 from vendor Blake and Sons (vendor_id 635d06bd-4e2a-46e6-bee0-75921ef03e88). Vendor country Qatar, risk score 0.09. Department Marketing, category Travel. Amount 39028.82 USD via ACH on 2026-06-02 at 14:00, approved by John Morales. Notes: Make travel available ball. Applicable policy P1: Travel payments capped at $5,000. Travel expenses above 5000 require VP approval. No fraud signals detected on this invoice."
87845167-af87-4b09-abb1-5dee6710a995,"87845167-af87-4b09-abb1-5dee6710a995 — Valencia, Smith and Le 53548.71 USD","Valencia, Smith and Le",Finance,Consulting,53548.71,2026-03-29,0,"Invoice 87845167-af87-4b09-abb1-5dee6710a995 from vendor Valencia, Smith and Le (vendor_id 5d325242-8c80-4001-b3cc-0fa558d633d0). Vendor country Pitcairn Islands, risk score 0.23. Department Finance, category Consulting. Amount 53548.71 USD via Cheque on 2026-03-29 at 10:00, approved by Donald Schultz. Notes: Republican herself our far measure involve soldier. Applicable policy P2: Consulting payments capped at $50,000. Consulting invoices above 50000 require dual sign-off. No fraud signals detected on this invoice."
2af83365-e949-45d4-af3b-40076b5caeda,"2af83365-e949-45d4-af3b-40076b5caeda — Brown, Valdez and Lucas 37146.79 USD","Brown, Valdez and Lucas",Sales,Software,37146.79,2025-12-28,0,"Invoice 2af83365-e949-45d4-af3b-40076b5caeda from vendor Brown, Valdez and Lucas (vendor_id 682843f7-e7df-4384-89a2-f543f74a5c99). Vendor country Bahamas, risk score 0.09. Department Sales, category Software. Amount 37146.79 USD via Cheque on 2025-12-28 at 15:00, approved by Sherry Arnold. Notes: Involve thousand including still human. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. No fraud signals detected on this invoice."
5873ee9b-51b8-4e60-b3c6-7a22e5819588,"5873ee9b-51b8-4e60-b3c6-7a22e5819588 — Walter, Edwards and Rios 51176.93 USD","Walter, Edwards and Rios",Sales,Consulting,51176.93,2026-04-20,0,"Invoice 5873ee9b-51b8-4e60-b3c6-7a22e5819588 from vendor Walter, Edwards and Rios (vendor_id ada3434a-a6d0-466b-92c8-b5569d96c34a). Vendor country Indonesia, risk score 0.32. Department Sales, category Consulting. Amount 51176.93 USD via ACH on 2026-04-20 at 12:00, approved by Erik Scott. Notes: Rather listen before be. Applicable policy P2: Consulting payments capped at $50,000. Consulting invoices above 50000 require dual sign-off. No fraud signals detected on this invoice."
dce874f1-cb4b-4abb-9262-d31229424a5f,dce874f1-cb4b-4abb-9262-d31229424a5f — Allen-Allen 221681.04 USD,Allen-Allen,Marketing,Equipment,221681.04,2026-02-25,1,"Invoice dce874f1-cb4b-4abb-9262-d31229424a5f from vendor Allen-Allen (vendor_id 4274273a-6cb5-44fd-8c0a-3f4a1747c489). Vendor country Montenegro, risk score 0.84, flagged as a GHOST VENDOR. Department Marketing, category Equipment. Amount 221681.04 USD via Cheque on 2026-02-25 at 13:00, approved by Jacqueline Anderson. Notes: Only no form business. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. Fraud signals: policy limit violation, payment to ghost vendor."
88ec34bb-af21-4008-b4f8-266f345b0770,88ec34bb-af21-4008-b4f8-266f345b0770 — Lynch and Sons 47971.03 USD,Lynch and Sons,Sales,Travel,47971.03,2026-02-10,0,"Invoice 88ec34bb-af21-4008-b4f8-266f345b0770 from vendor Lynch and Sons (vendor_id 89010872-8ef7-4520-8191-aeeb7e8437c7). Vendor country Martinique, risk score 0.38. Department Sales, category Travel. Amount 47971.03 USD via Corporate Card on 2026-02-10 at 12:00, approved by Nicole Parrish. Notes: Why outside goal. Applicable policy P1: Travel payments capped at $5,000. Travel expenses above 5000 require VP approval. No fraud signals detected on this invoice."
ab3bd673-3540-4cb1-ba3a-51d2fea3d373,"ab3bd673-3540-4cb1-ba3a-51d2fea3d373 — Walter, Edwards and Rios 1103.99 USD","Walter, Edwards and Rios",Marketing,Consulting,1103.99,2026-03-23,0,"Invoice ab3bd673-3540-4cb1-ba3a-51d2fea3d373 from vendor Walter, Edwards and Rios (vendor_id ada3434a-a6d0-466b-92c8-b5569d96c34a). Vendor country Indonesia, risk score 0.32. Department Marketing, category Consulting. Amount 1103.99 USD via Wire on 2026-03-23 at 09:00, approved by Matthew Walker. Notes: Glass news boy everything. Applicable policy P2: Consulting payments capped at $50,000. Consulting invoices above 50000 require dual sign-off. No fraud signals detected on this invoice."
efd9f9f9-4fa1-42b7-83b8-48dd0e920643,efd9f9f9-4fa1-42b7-83b8-48dd0e920643 — Smith-Spencer 41591.26 USD,Smith-Spencer,HR,Office Supplies,41591.26,2026-01-18,0,"Invoice efd9f9f9-4fa1-42b7-83b8-48dd0e920643 from vendor Smith-Spencer (vendor_id 0134efee-1514-4d24-a2a5-fce4e4aa44ab). Vendor country Namibia, risk score 0.29. Department HR, category Office Supplies. Amount 41591.26 USD via Cheque on 2026-01-18 at 15:00, approved by Justin Saunders. Notes: Party poor ago upon stop environment Congress reflect. Applicable policy P3: Office Supplies payments capped at $2,000. Office supply purchases capped at 2000 per invoice. No fraud signals detected on this invoice."
8d851f42-aeb7-4fa2-93f5-034d7a1ff49f,8d851f42-aeb7-4fa2-93f5-034d7a1ff49f — Ford LLC 41661.34 USD,Ford LLC,Operations,Consulting,41661.34,2026-02-02,0,"Invoice 8d851f42-aeb7-4fa2-93f5-034d7a1ff49f from vendor Ford LLC (vendor_id 743bbd82-140d-417a-8fad-9f970ce6938e). Vendor country Uzbekistan, risk score 0.04. Department Operations, category Consulting. Amount 41661.34 USD via Corporate Card on 2026-02-02 at 18:00, approved by Aaron Kane. Notes: Price attorney scientist will begin most heavy. Applicable policy P2: Consulting payments capped at $50,000. Consulting invoices above 50000 require dual sign-off. No fraud signals detected on this invoice."
2598f876-cf34-445f-b69b-ac70d765496d,"2598f876-cf34-445f-b69b-ac70d765496d — Vaughn, Marquez and Ross 25817.48 USD","Vaughn, Marquez and Ross",Sales,Services,25817.48,2026-03-01,1,"Invoice 2598f876-cf34-445f-b69b-ac70d765496d from vendor Vaughn, Marquez and Ross (vendor_id 80edbb2e-3c0c-4dc5-88fb-ced4b9a815da). Vendor country Paraguay, risk score 0.94, flagged as a GHOST VENDOR. Department Sales, category Services. Amount 25817.48 USD via Corporate Card on 2026-03-01 at 13:00, approved by Eric Nguyen. Notes: Other third choose senior anyone bank kitchen. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. Fraud signals: payment to ghost vendor."
7094f918-2811-4b08-83b6-ff35cb36e641,7094f918-2811-4b08-83b6-ff35cb36e641 — Trujillo Group 7679.03 USD,Trujillo Group,HR,Marketing,7679.03,2026-02-23,0,"Invoice 7094f918-2811-4b08-83b6-ff35cb36e641 from vendor Trujillo Group (vendor_id 1ca541fc-8e14-46cd-9b3f-9949ced2da1f). Vendor country Ethiopia, risk score 0.14. Department HR, category Marketing. Amount 7679.03 USD via Wire on 2026-02-23 at 13:00, approved by Jennifer Lewis. Notes: Box involve exist question main project animal. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. No fraud signals detected on this invoice."
bf069c73-3140-4684-91bb-6ad9c12b3c53,bf069c73-3140-4684-91bb-6ad9c12b3c53 — Mitchell-Horton 11516.42 USD,Mitchell-Horton,Finance,Services,11516.42,2026-02-18,0,"Invoice bf069c73-3140-4684-91bb-6ad9c12b3c53 from vendor Mitchell-Horton (vendor_id 3cfc48ba-d5cf-40d5-a65f-6a933fe55a0c). Vendor country Saint Martin, risk score 0.18. Department Finance, category Services. Amount 11516.42 USD via Wire on 2026-02-18 at 15:00, approved by Aimee Turner. Notes: Should share face build market. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. No fraud signals detected on this invoice."
64db0099-d04e-479e-8895-7637f471cc42,64db0099-d04e-479e-8895-7637f471cc42 — Mitchell-Horton 36009.05 USD,Mitchell-Horton,Marketing,Services,36009.05,2026-02-24,0,"Invoice 64db0099-d04e-479e-8895-7637f471cc42 from vendor Mitchell-Horton (vendor_id 3cfc48ba-d5cf-40d5-a65f-6a933fe55a0c). Vendor country Saint Martin, risk score 0.18. Department Marketing, category Services. Amount 36009.05 USD via ACH on 2026-02-24 at 11:00, approved by Joseph Hall. Notes: Street south author technology amount affect TV. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. No fraud signals detected on this invoice."
805108d7-67aa-4530-baf2-fddafb7247b1,"805108d7-67aa-4530-baf2-fddafb7247b1 — Richards, Hurst and Ross 70359.94 USD","Richards, Hurst and Ross",IT,Software,70359.94,2026-05-14,1,"Invoice 805108d7-67aa-4530-baf2-fddafb7247b1 from vendor Richards, Hurst and Ross (vendor_id eaf59706-b441-4942-b707-73fdbb8a1d7b). Vendor country Cyprus, risk score 0.39. Department IT, category Software. Amount 70359.94 USD via Wire on 2026-05-14 at 12:00, approved by Laura Mckinney. Notes: Face if whom commercial way least. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. Fraud signals: policy limit violation."
9fbe6996-c888-4d77-b146-b44fbe02eb8f,9fbe6996-c888-4d77-b146-b44fbe02eb8f — Miller-Carter 52173.44 USD,Miller-Carter,Finance,Travel,52173.44,2026-04-13,0,"Invoice 9fbe6996-c888-4d77-b146-b44fbe02eb8f from vendor Miller-Carter (vendor_id 213d74ce-390b-4520-822f-0cd7f1c5c937). Vendor country Niue, risk score 0.18. Department Finance, category Travel. Amount 52173.44 USD via Cheque on 2026-04-13 at 09:00, approved by Jeffrey Rodriguez. Notes: Open model how financial fund four. Applicable policy P1: Travel payments capped at $5,000. Travel expenses above 5000 require VP approval. No fraud signals detected on this invoice."
0f41b812-fb87-4526-b691-f3d43a6eaf23,0f41b812-fb87-4526-b691-f3d43a6eaf23 — Dennis Inc 26707.89 USD,Dennis Inc,Operations,Consulting,26707.89,2026-01-07,0,"Invoice 0f41b812-fb87-4526-b691-f3d43a6eaf23 from vendor Dennis Inc (vendor_id c9146bd8-20af-4247-990f-fbedd403bc51). Vendor country Senegal, risk score 0.07. Department Operations, category Consulting. Amount 26707.89 USD via Wire on 2026-01-07 at 08:00, approved by Ashley Hicks. Notes: Go when population challenge bill eight. Applicable policy P2: Consulting payments capped at $50,000. Consulting invoices above 50000 require dual sign-off. No fraud signals detected on this invoice."
a6f75395-756e-4651-9f77-3b95b3da137b,a6f75395-756e-4651-9f77-3b95b3da137b — Blair PLC 24342.09 USD,Blair PLC,IT,Services,24342.09,2026-01-08,0,"Invoice a6f75395-756e-4651-9f77-3b95b3da137b from vendor Blair PLC (vendor_id 79c2342f-3abd-4652-8675-1f559139e932). Vendor country British Virgin Islands, risk score 0.22. Department IT, category Services. Amount 24342.09 USD via ACH on 2026-01-08 at 17:00, approved by Peter Jones. Notes: Management senior service large under north play person. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. No fraud signals detected on this invoice."
7c853022-d4f6-4615-ae4d-fa6f40c68836,7c853022-d4f6-4615-ae4d-fa6f40c68836 — Ray-Bush 56972.98 USD,Ray-Bush,Marketing,Consulting,56972.98,2026-05-15,0,"Invoice 7c853022-d4f6-4615-ae4d-fa6f40c68836 from vendor Ray-Bush (vendor_id b282b075-04eb-4f29-8c56-95506e77fb47). Vendor country Aruba, risk score 0.32. Department Marketing, category Consulting. Amount 56972.98 USD via ACH on 2026-05-15 at 11:00, approved by Brittany Jones. Notes: Place someone option goal avoid left. Applicable policy P2: Consulting payments capped at $50,000. Consulting invoices above 50000 require dual sign-off. No fraud signals detected on this invoice."
16c9e937-f8f5-4b26-bd45-ebcdf0d58291,"16c9e937-f8f5-4b26-bd45-ebcdf0d58291 — Washington, Ryan and Cummings 47549.08 USD","Washington, Ryan and Cummings",Marketing,Services,47549.08,2025-12-14,1,"Invoice 16c9e937-f8f5-4b26-bd45-ebcdf0d58291 from vendor Washington, Ryan and Cummings (vendor_id c5f2c4cb-56d8-4714-818a-adcf6d5c40c4). Vendor country Turkmenistan, risk score 0.76, flagged as a GHOST VENDOR. Department Marketing, category Services. Amount 47549.08 USD via Wire on 2025-12-14 at 16:00, approved by Dustin Newman. Notes: Past medical leg never. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. Fraud signals: payment to ghost vendor."
004c6835-adfe-4886-882e-064b8c619322,"004c6835-adfe-4886-882e-064b8c619322 — Richards, Hurst and Ross 59406.86 USD","Richards, Hurst and Ross",Marketing,Software,59406.86,2026-05-01,0,"Invoice 004c6835-adfe-4886-882e-064b8c619322 from vendor Richards, Hurst and Ross (vendor_id eaf59706-b441-4942-b707-73fdbb8a1d7b). Vendor country Cyprus, risk score 0.39. Department Marketing, category Software. Amount 59406.86 USD via Corporate Card on 2026-05-01 at 17:00, approved by Joanna Pacheco. Notes: Focus little character artist billion. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. No fraud signals detected on this invoice."
e247d1b5-3811-4538-a92f-0284a3debf36,e247d1b5-3811-4538-a92f-0284a3debf36 — Gray Group 56881.62 USD,Gray Group,IT,Equipment,56881.62,2026-05-21,0,"Invoice e247d1b5-3811-4538-a92f-0284a3debf36 from vendor Gray Group (vendor_id 80e89dfe-55f8-4b3e-9d76-c1dccc589eb3). Vendor country Estonia, risk score 0.16. Department IT, category Equipment. Amount 56881.62 USD via Wire on 2026-05-21 at 18:00, approved by Miguel Wagner. Notes: Always remain yard model. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. No fraud signals detected on this invoice."
2a56905f-fa9c-4717-99b4-3093f12cee75,2a56905f-fa9c-4717-99b4-3093f12cee75 — Galloway-Wyatt 145595.7 USD,Galloway-Wyatt,HR,Software,145595.7,2026-03-29,1,"Invoice 2a56905f-fa9c-4717-99b4-3093f12cee75 from vendor Galloway-Wyatt (vendor_id d78e7543-d307-4e2f-a856-0ebb892c264e). Vendor country Tonga, risk score 0.3. Department HR, category Software. Amount 145595.7 USD via ACH on 2026-03-29 at 10:00, approved by Thomas Hughes. Notes: Quickly appear piece free form newspaper. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. Fraud signals: policy limit violation."
8f79669a-7387-4f76-a8de-b729da9755fa,"8f79669a-7387-4f76-a8de-b729da9755fa — Ellis, Baker and Wright 104350.52 USD","Ellis, Baker and Wright",IT,Services,104350.52,2026-02-16,1,"Invoice 8f79669a-7387-4f76-a8de-b729da9755fa from vendor Ellis, Baker and Wright (vendor_id 3f365c2e-30df-46ca-a7ee-290c9d950b5e). Vendor country Monaco, risk score 0.18. Department IT, category Services. Amount 104350.52 USD via Corporate Card on 2026-02-16 at 15:00, approved by Samuel Brandt. Notes: Their four old center glass whose recognize hot. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. Fraud signals: policy limit violation."
eb802a6d-068b-4873-8750-43652896dde7,"eb802a6d-068b-4873-8750-43652896dde7 — Fitzgerald, Brown and Edwards 35592.48 USD","Fitzgerald, Brown and Edwards",Finance,Services,35592.48,2026-03-26,0,"Invoice eb802a6d-068b-4873-8750-43652896dde7 from vendor Fitzgerald, Brown and Edwards (vendor_id 7a1413f4-ae15-4303-b40e-2ff0a0c6b20b). Vendor country Australia, risk score 0.22. Department Finance, category Services. Amount 35592.48 USD via Wire on 2026-03-26 at 14:00, approved by Emily Bennett. Notes: Spend prove stock school rate money. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. No fraud signals detected on this invoice."
982a97b5-e6ca-42a6-ab08-182c81313c62,982a97b5-e6ca-42a6-ab08-182c81313c62 — Ray-Bush 49684.55 USD,Ray-Bush,Sales,Consulting,49684.55,2026-04-05,0,"Invoice 982a97b5-e6ca-42a6-ab08-182c81313c62 from vendor Ray-Bush (vendor_id b282b075-04eb-4f29-8c56-95506e77fb47). Vendor country Aruba, risk score 0.32. Department Sales, category Consulting. Amount 49684.55 USD via ACH on 2026-04-05 at 08:00, approved by Ivan Cox. Notes: Week game she court. Applicable policy P2: Consulting payments capped at $50,000. Consulting invoices above 50000 require dual sign-off. No fraud signals detected on this invoice."
ba44f192-3b79-40ad-b43c-6fededb4455e,ba44f192-3b79-40ad-b43c-6fededb4455e — Gray Group 55310.96 USD,Gray Group,Marketing,Equipment,55310.96,2026-06-08,0,"Invoice ba44f192-3b79-40ad-b43c-6fededb4455e from vendor Gray Group (vendor_id 80e89dfe-55f8-4b3e-9d76-c1dccc589eb3). Vendor country Estonia, risk score 0.16. Department Marketing, category Equipment. Amount 55310.96 USD via Cheque on 2026-06-08 at 09:00, approved by Edward French. Notes: Side strong this also from short capital. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. No fraud signals detected on this invoice."
97a3e7cf-2215-4331-8416-53dab6a17f28,97a3e7cf-2215-4331-8416-53dab6a17f28 — Smith-Bowen 30278.09 USD,Smith-Bowen,Sales,Services,30278.09,2026-02-14,1,"Invoice 97a3e7cf-2215-4331-8416-53dab6a17f28 from vendor Smith-Bowen (vendor_id 2192127e-d671-4030-ac79-cdf0f5fb6dcf). Vendor country Saint Helena, risk score 0.09. Department Sales, category Services. Amount 30278.09 USD via Cheque on 2026-02-14 at 03:00, approved by Ronald Wise. Notes: Return analysis hair rest. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. Fraud signals: off-hours payment."
11e927c5-079d-4511-98ac-f82b9aa18893,11e927c5-079d-4511-98ac-f82b9aa18893 — Gray Group 36420.96 USD,Gray Group,Sales,Equipment,36420.96,2026-06-03,0,"Invoice 11e927c5-079d-4511-98ac-f82b9aa18893 from vendor Gray Group (vendor_id 80e89dfe-55f8-4b3e-9d76-c1dccc589eb3). Vendor country Estonia, risk score 0.16. Department Sales, category Equipment. Amount 36420.96 USD via ACH on 2026-06-03 at 09:00, approved by Nicole Bowers. Notes: Move finally speak light strong. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. No fraud signals detected on this invoice."
278fe403-8386-4609-be53-7471cbfbefd4,"278fe403-8386-4609-be53-7471cbfbefd4 — Stewart, Green and Santiago 35433.81 USD","Stewart, Green and Santiago",Marketing,Software,35433.81,2026-02-13,0,"Invoice 278fe403-8386-4609-be53-7471cbfbefd4 from vendor Stewart, Green and Santiago (vendor_id 0505c3d4-c5a6-47d3-bfba-98f3f0b6c38e). Vendor country Germany, risk score 0.3. Department Marketing, category Software. Amount 35433.81 USD via ACH on 2026-02-13 at 18:00, approved by Victoria Murray. Notes: Sing me industry class current. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. No fraud signals detected on this invoice."
5c4befef-7e93-4909-9a2c-433bd63ca096,5c4befef-7e93-4909-9a2c-433bd63ca096 — Mitchell-Horton 28494.8 USD,Mitchell-Horton,HR,Services,28494.8,2026-03-28,0,"Invoice 5c4befef-7e93-4909-9a2c-433bd63ca096 from vendor Mitchell-Horton (vendor_id 3cfc48ba-d5cf-40d5-a65f-6a933fe55a0c). Vendor country Saint Martin, risk score 0.18. Department HR, category Services. Amount 28494.8 USD via Cheque on 2026-03-28 at 12:00, approved by Amy Castillo. Notes: Never bill suffer surface expect several. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. No fraud signals detected on this invoice."
57c6927f-ba11-4b9b-a2d5-786cd439a1bf,57c6927f-ba11-4b9b-a2d5-786cd439a1bf — Hopkins LLC 58158.79 USD,Hopkins LLC,Operations,Marketing,58158.79,2026-01-26,0,"Invoice 57c6927f-ba11-4b9b-a2d5-786cd439a1bf from vendor Hopkins LLC (vendor_id 5a680b5e-b210-4083-a6d1-591b0b04720c). Vendor country Jamaica, risk score 0.31. Department Operations, category Marketing. Amount 58158.79 USD via Cheque on 2026-01-26 at 13:00, approved by Brittany Kim. Notes: Stage this us increase how. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. No fraud signals detected on this invoice."
020dd961-180d-43d1-aede-8e0f25967bff,020dd961-180d-43d1-aede-8e0f25967bff — Davis-Abbott 20123.32 USD,Davis-Abbott,HR,Travel,20123.32,2026-02-14,0,"Invoice 020dd961-180d-43d1-aede-8e0f25967bff from vendor Davis-Abbott (vendor_id 7cb55000-a09b-41f7-81fc-9a96003dbc23). Vendor country Netherlands, risk score 0.29. Department HR, category Travel. Amount 20123.32 USD via Cheque on 2026-02-14 at 12:00, approved by Brad Walker. Notes: Us stuff practice social case expert. Applicable policy P1: Travel payments capped at $5,000. Travel expenses above 5000 require VP approval. No fraud signals detected on this invoice."
0e6fae9c-0db0-4927-bfe0-5d683562fc8b,0e6fae9c-0db0-4927-bfe0-5d683562fc8b — Mitchell-Horton 2683.48 USD,Mitchell-Horton,Marketing,Services,2683.48,2026-05-08,0,"Invoice 0e6fae9c-0db0-4927-bfe0-5d683562fc8b from vendor Mitchell-Horton (vendor_id 3cfc48ba-d5cf-40d5-a65f-6a933fe55a0c). Vendor country Saint Martin, risk score 0.18. Department Marketing, category Services. Amount 2683.48 USD via ACH on 2026-05-08 at 13:00, approved by Brenda Thornton. Notes: Past town affect democratic change vote participant. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. No fraud signals detected on this invoice."
01c357dc-a260-4679-bf3e-bab561538946,"01c357dc-a260-4679-bf3e-bab561538946 — Stanley, Tucker and Lee 51962.18 USD","Stanley, Tucker and Lee",Operations,Consulting,51962.18,2026-02-23,0,"Invoice 01c357dc-a260-4679-bf3e-bab561538946 from vendor Stanley, Tucker and Lee (vendor_id 12d06bea-47bc-43fc-8ee8-a8c7ed0d8792). Vendor country Cuba, risk score 0.06. Department Operations, category Consulting. Amount 51962.18 USD via ACH on 2026-02-23 at 18:00, approved by Cynthia Martinez. Notes: Information soldier lead book toward. Applicable policy P2: Consulting payments capped at $50,000. Consulting invoices above 50000 require dual sign-off. No fraud signals detected on this invoice."
1ab85e06-16a8-4094-af7c-eba4fee44f54,"1ab85e06-16a8-4094-af7c-eba4fee44f54 — Santos, Gardner and Robinson 31347.14 USD","Santos, Gardner and Robinson",HR,Software,31347.14,2026-03-27,0,"Invoice 1ab85e06-16a8-4094-af7c-eba4fee44f54 from vendor Santos, Gardner and Robinson (vendor_id c4b857fb-accb-4f1d-82a4-fdb8d3d1685e). Vendor country Namibia, risk score 0.01. Department HR, category Software. Amount 31347.14 USD via Cheque on 2026-03-27 at 18:00, approved by Jose Allen. Notes: Fact ability good number. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. No fraud signals detected on this invoice."
56d90e0f-70d8-4488-90b3-1050b132f918,"56d90e0f-70d8-4488-90b3-1050b132f918 — Walter, Edwards and Rios 8295.29 USD","Walter, Edwards and Rios",Marketing,Consulting,8295.29,2026-01-11,0,"Invoice 56d90e0f-70d8-4488-90b3-1050b132f918 from vendor Walter, Edwards and Rios (vendor_id ada3434a-a6d0-466b-92c8-b5569d96c34a). Vendor country Indonesia, risk score 0.32. Department Marketing, category Consulting. Amount 8295.29 USD via Corporate Card on 2026-01-11 at 15:00, approved by Kelly Ward. Notes: Name skill medical after them analysis hit. Applicable policy P2: Consulting payments capped at $50,000. Consulting invoices above 50000 require dual sign-off. No fraud signals detected on this invoice."
fa3e2d9a-b931-4f09-af5d-c990974a2db2,"fa3e2d9a-b931-4f09-af5d-c990974a2db2 — Yang, Gardner and Garza 36727.86 USD","Yang, Gardner and Garza",Finance,Services,36727.86,2026-02-14,1,"Invoice fa3e2d9a-b931-4f09-af5d-c990974a2db2 from vendor Yang, Gardner and Garza (vendor_id f4c7ba19-7d12-48f6-bbe6-15b6b237da9e). Vendor country Antigua and Barbuda, risk score 0.36. Department Finance, category Services. Amount 36727.86 USD via Wire on 2026-02-14 at 03:00, approved by Heather Jones. Notes: Run pick sign same forward. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. Fraud signals: off-hours payment."
38975ce3-b30e-40e5-a20a-935bf043a53b,38975ce3-b30e-40e5-a20a-935bf043a53b — Moore-Bernard 59539.3 USD,Moore-Bernard,HR,Office Supplies,59539.3,2025-12-16,0,"Invoice 38975ce3-b30e-40e5-a20a-935bf043a53b from vendor Moore-Bernard (vendor_id 342ac83c-33a2-4396-ba71-329602148816). Vendor country Guadeloupe, risk score 0.01. Department HR, category Office Supplies. Amount 59539.3 USD via ACH on 2025-12-16 at 15:00, approved by Robin Thompson. Notes: Wonder long consider care respond want already. Applicable policy P3: Office Supplies payments capped at $2,000. Office supply purchases capped at 2000 per invoice. No fraud signals detected on this invoice."
